Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
23.0,4.6,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44,17.155302752072192
30.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20.241069123177432
30.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,26,1.5715464192431179
26.0,5.0,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,28,12.09269049365427
26.0,4.1,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,35,12.06756588410136
25.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,15,12.226964056864439
21.0,4.7,Stormy,Low,2,Snack,motorcycle,1.0,,Metropolitian,10,1.5715464192431179
35.0,4.1,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,31,10.717412370556735
25.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,7.857731631182655
27.0,5.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,22,14.013008489779367
,,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,16,5065.102828692486
39.0,4.1,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,19.867559157914897
36.0,4.8,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,7.541974309560114
25.0,4.9,Fog,Medium,1,Snack,scooter,0.0,No,Urban,11,6.22846016541002
22.0,4.9,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,22,20.168593212484524
38.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,35,14.012953046465425
37.0,3.7,Cloudy,Low,2,Drinks,scooter,,No,Metropolitian,32,12.456240808818132
28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,7.767643261274236
37.0,5.0,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,28,4.525315756693908
39.0,4.2,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,37,19.827086308713994
24.0,4.5,Stormy,Jam,2,Snack,motorcycle,0.0,No,Urban,23,19.647150892778953
30.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,10.63489121984694
36.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,Yes,,40,11.712341271834825
28.0,4.8,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,22,13.762494112942129
23.0,4.6,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,28,13.893963339064582
28.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,1.5312396066787035
33.0,3.6,Stormy,Medium,1,Snack,scooter,2.0,No,Urban,37,16.626299296196372
,,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,12,19.747771915721188
,,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,3.027659627168733
23.0,4.5,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,12.456596940758478
37.0,4.2,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,12.410597915797693
39.0,4.3,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,42,17.08726204946554
31.0,4.8,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,30,6.125301707837929
23.0,4.9,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,18,4.60756149417621
33.0,4.5,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,1.5313975576105794
30.0,5.0,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,35,4.653939186336694
30.0,4.7,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,4.7146391697631795
24.0,4.8,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,27,19.676204548654773
29.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,22,12.572369364893285
25.0,4.8,Stormy,High,2,Meal,motorcycle,0.0,No,Metropolitian,20,1.5126940336173456
24.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,5670.6559217991735
35.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,25,1.5138375170667993
35.0,4.5,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,20,7.443967922445595
21.0,4.6,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20.168516219517514
24.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,4.660510831414872
27.0,4.2,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,17.126618370246344
39.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,2.977656789938225
33.0,4.6,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,26,6.28618544846543
24.0,4.9,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,26,7.44341005501123
23.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,23,9.186999317799923
20.0,4.7,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21,16.588245951480513
30.0,4.9,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,22,10.69883849076547
36.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,7.557519540354728
23.0,4.8,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,23,9.21458410229023
32.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,4.671209061192204
39.0,5.0,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,30,6.1432168097163204
30.0,4.6,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,9.069047141560858
31.0,4.3,Stormy,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,6.114870244476893
36.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52,16.37475855811892
27.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,35,19.903755687059828
,,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,4.654695649963978
28.0,5.0,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,13,7.542138638609875
34.0,4.8,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,1.5715464192431179
26.0,4.0,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,32,10.634726609197445
39.0,4.8,Stormy,Medium,2,Buffet,scooter,1.0,No,Urban,30,4.466397490873824
30.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,38,4.587083616178179
21.0,4.6,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,18,13.96440966219676
22.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,10,3.1430928207904922
29.0,4.6,Stormy,Jam,1,Buffet,scooter,1.0,No,Urban,18,19.66018050788919
33.0,4.4,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,20.165244441104825
39.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,4.587083616178179
23.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,23,5.949205790427325
36.0,4.8,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,13.819458572667978
31.0,3.4,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,31,13.778013803128724
20.0,4.5,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,6.206719017864623
28.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,13,7.758323061475977
33.0,4.3,Stormy,High,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,3.062561759607223
23.0,4.7,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,7.558172703229045
23.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,12.247294078663074
34.0,4.9,Stormy,High,1,Meal,motorcycle,1.0,No,Metropolitian,30,6.032820194673193
32.0,4.9,Cloudy,Low,0,Meal,motorcycle,,No,Metropolitian,25,1.5570957003038086
23.0,4.6,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,20,7.857731631182655
37.0,4.4,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20.168501494357532
35.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,4.671249695086452
22.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Urban,13,4.5850996175621175
39.0,4.9,Sandstorms,High,1,Drinks,scooter,2.0,No,Metropolitian,33,1.4892383557586726
25.0,4.8,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,9.342264998083499
37.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,28,1.5513838364976764
22.0,2.6,Sunny,Low,1,Buffet,scooter,2.0,No,Metropolitian,44,10.86143953397809
15.0,1.0,,,3,Snack,scooter,1.0,No,Metropolitian,29,9.068986669637898
28.0,4.7,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,19,6.28618544846543
31.0,4.5,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,44,16.62518462332491
24.0,4.7,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,13.574739513468382
27.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,13,10.24862244092927
31.0,5.0,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,12.41295208557474
21.0,4.9,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,7.7572195244054
23.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,12.572369364893285
33.0,4.7,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,36,12.249923816692737
37.0,5.0,Sunny,Jam,2,Snack,motorcycle,1.0,No,Urban,29,20.430094772882978
21.0,4.5,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,22,9.307767423649617
28.0,4.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,12.285892736792439
34.0,3.8,Stormy,Jam,2,Snack,scooter,1.0,Yes,Urban,43,13.7800900911668
29.0,5.0,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,38,10.749944340763227
29.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,3.0234453218150845
38.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,9.16943324525298
27.0,5.0,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,12.109278660899545
28.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Urban,10,9.32097200160514
34.0,3.5,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,44,19.60561242000905
37.0,4.3,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20.16507395805497
23.0,4.9,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,13.622723749279608
36.0,5.0,Cloudy,Low,2,Meal,scooter,0.0,No,Urban,15,7.767463768060465
26.0,4.9,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,10,3.027636229026496
39.0,4.6,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,28,13.472493557479748
35.0,5.0,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,17,12.09269049365427
27.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,14,9.310242803222694
,,,,3,Meal,bicycle,1.0,Yes,Metropolitian,45,17324.514111278833
26.0,3.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,53,7.767738959675134
,,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,9.342183623334854
30.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,24,3.0232193343994394
33.0,4.1,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,31,7.655710505596994
31.0,4.8,Windy,Low,1,Meal,scooter,1.0,No,Urban,25,1.5195158334362773
38.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,24,16.891216547196493
26.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,17,16.84199196719132
26.0,5.0,Sunny,Jam,2,Buffet,scooter,0.0,No,Urban,23,10.634376076374148
27.0,4.9,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,7.596218318102126
21.0,4.8,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,14.143914925457633
39.0,4.7,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,35,12.572369364893285
31.0,4.2,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,31,4.671331850349149
32.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,4.6712374686326115
37.0,4.4,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,39,1.4642414648586943
31.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,30,13.961860830739475
34.0,4.7,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,7.767340695368436
21.0,4.5,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,15,3.1142472224264246
25.0,4.7,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,15,12.572369364893285
29.0,4.6,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,13.821087548444783
21.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Urban,22,9.115409460044747
24.0,4.9,Sandstorms,Low,2,Snack,scooter,,No,Metropolitian,16,3.027635308662997
20.0,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,12.154782018483216
35.0,4.3,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,9.116373540613633
38.0,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,22,3.0178967554443865
30.0,4.4,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,39,4.607472849563237
31.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,26,14.035915001704884
35.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,48,9.320747300598178
,,,,2,Drinks,electric_scooter,0.0,No,Metropolitian,27,12.285959150240918
27.0,4.7,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,16.841984667755817
20.0,4.8,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,13,1.4890519253393668
38.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,18,19.61809545562648
38.0,4.5,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,19,9.169804324696083
27.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,10.595508336742649
24.0,4.7,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,27,4.55787702150398
24.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,19.90308181408027
34.0,4.6,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,20.166224497650855
29.0,4.8,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,27,12.410612164562307
36.0,4.9,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,4.7146391697631795
25.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,9.429277693727657
31.0,4.1,Stormy,Medium,0,Drinks,motorcycle,3.0,Yes,Semi-Urban,49,10.85895467897314
25.0,4.6,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,16,4.655075083788384
37.0,4.1,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,49,13.981367531935723
26.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20.168593212484524
21.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,,15,7.4479285777390345
32.0,4.3,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,37,2225.819906277237
32.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,42,12.427732904273226
24.0,4.2,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33,10.42155546756904
34.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,12.245835358550957
33.0,4.2,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,12.066533655576624
32.0,4.7,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,25,20.83498464793918
30.0,4.3,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,38,20.27471044363619
32.0,5.0,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,31,6.213831300769208
38.0,4.6,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,37,6.143545035789211
24.0,4.6,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,16.62518462332491
29.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,5.955291291022615
39.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,13.397501735174306
31.0,4.7,Sandstorms,Medium,1,Meal,scooter,1.0,No,Urban,20,19.031234538069143
27.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,10.696495487007079
21.0,4.8,Fog,Low,2,Snack,electric_scooter,,No,Urban,11,7.857731631182655
35.0,4.3,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,7.443950971490377
38.0,4.4,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,19.351054512636676
22.0,4.6,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,15,8.932586031125211
35.0,4.9,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,29,4.461284620721133
39.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,28,6.1239881224197825
33.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,16.84199196719132
33.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,39,17.127262112734307
30.0,5.0,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,3.0386325222164623
30.0,4.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,10.700622487999441
29.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,15,3.0169810805259667
25.0,4.6,Windy,High,2,Meal,scooter,1.0,No,Urban,20,6.124653465742833
36.0,4.6,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,3.0234462060734133
26.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,10,6.213956836833561
37.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,3.0172036713969734
26.0,4.8,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,22,19.748491619686575
25.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,13,7.714913125596198
21.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,4.466417059421678
,,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,34,11.910297095177578
30.0,4.9,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,30,6.046687254665428
26.0,4.8,Stormy,Medium,1,Snack,scooter,,No,Metropolitian,22,9.187249540761012
30.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,40,17.08691687613699
36.0,4.6,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,13.778946630410518
31.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,3.1430928207904922
38.0,4.9,Stormy,Medium,1,Meal,scooter,0.0,No,Urban,31,9.171921672183657
35.0,4.5,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,4.660504149975945
36.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,51,12.248902505800592
25.0,4.9,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,16,7.857731631182655
24.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,9.30699144882563
29.0,4.3,Sunny,High,0,Meal,motorcycle,1.0,Yes,Urban,48,1.5596698436727041
38.0,4.8,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,7.5415298211504505
35.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,7.5966132417851675
21.0,4.7,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,33,10.59581128173806
29.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,3.0231991922588093
23.0,4.8,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,29,3.107173288063306
21.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20.166247694223742
36.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,32,3.1070317359642234
35.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,10.899211189677402
28.0,4.6,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,13,13.610660889496316
22.0,4.7,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,14,11.000823613167864
38.0,4.7,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,39,19.647150892778953
34.0,4.3,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,32,6.206238961985072
38.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,2.9352187254124984
39.0,4.7,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Urban,33,7.436474450950498
34.0,4.7,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,19,6.2282266694866015
35.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Urban,19,2.98252694849683
35.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,7.857731631182655
29.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,15,3.0626106059901415
32.0,4.7,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,22,9.429277693727657
39.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,53,19.361582127009115
30.0,4.8,Stormy,High,2,Meal,scooter,0.0,No,Metropolitian,27,6.07713113293271
21.0,4.7,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,13,3.0580121644052936
27.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,31,16.81376874773012
22.0,4.8,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,17,3.1028499065285122
33.0,4.3,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,48,3.1430928207904922
29.0,5.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,20,9.050169488971061
39.0,4.7,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39,4.660844635932821
26.0,4.1,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,40,12.410232578283267
27.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,17,6.20616136819715
23.0,4.5,Cloudy,Low,1,Snack,scooter,,No,Metropolitian,17,3.056653349683067
26.0,4.5,Sandstorms,High,1,Snack,motorcycle,0.0,No,Urban,17,3.0389839210916834
39.0,4.7,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,10.860603775527636
39.0,5.0,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,38,7.485484432863995
20.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,6.117098767243671
22.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,4.654730651662906
25.0,4.0,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,34,7.767738959675134
35.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,29,9.308196417704803
34.0,4.6,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,16.83731776590015
38.0,4.7,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,1.5571365940908535
38.0,5.0,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,22,7.767643261274236
34.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Urban,10,9.11579232604975
25.0,4.8,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,19,9.213903122611125
28.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,4.6546553515553075
23.0,4.9,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,20.955583817297207
26.0,4.7,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,10.420668336220329
31.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Urban,20,10.581168396803259
23.0,4.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11,8.923455113158203
22.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22,9.170564544760841
26.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,10.272143322779781
29.0,4.9,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,13,6.205300833790036
36.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,16.8198943748751
37.0,4.3,Cloudy,Low,0,Drinks,motorcycle,2.0,No,,39,11.000823613167864
31.0,4.5,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,23,13.673457983636952
27.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,12,4.4665454313914905
33.0,4.7,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,25,19.74929918035499
33.0,4.3,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,38,10.634476732297513
22.0,4.3,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,33,13.622890762374356
39.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,2.98252694849683
21.0,4.5,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,18,4.671217131700721
,,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,17,3.038757731629536
26.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,13,8.93248563994729
30.0,4.7,Sunny,Low,2,Meal,motorcycle,1.0,No,Urban,12,1.5194149228494653
30.0,4.3,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,42,10.8995669631892
25.0,4.5,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,1.5194773212324308
28.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,18,7.456709638023107
22.0,4.7,Windy,High,1,Snack,motorcycle,1.0,No,Urban,15,6.046557295337255
22.0,4.5,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,14,6.143524147980537
39.0,4.4,Fog,Low,1,Drinks,scooter,2.0,No,Metropolitian,36,10.860315424361021
38.0,4.3,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,7.436414883271541
32.0,4.6,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,19.90308181408027
